Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Emotion
9655,Do you have a plan?,Monica,neutral,1009,5,1,4,"0:14:09,557","0:14:10,829",neutral
4349,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",Chandler,positive,466,6,1,4,"00:20:25,641","00:20:34,398",joy
8921,But I have to tell him how I feel!,Rachel,negative,936,8,4,23,"0:20:39,155","0:20:41,060",sadness
1804,"Just, y'know out.",Ross,neutral,189,7,5,12,"00:09:35,283","00:09:37,534",neutral
4038,"And also, congratulations on your wedding.",an,positive,435,8,8,18,"00:05:34,155","00:05:36,574",joy
10567,"Y’know what, I don’t know how comfortable I am going to see how hot the sex is between some guy and your girlfriend.",Ross,negative,58,1,4,13,"00:05:03,720","00:05:09,558",disgust
841,"But no, I actually smoke the regular ones all, all the time.",Rachel,neutral,86,6,5,18,"00:09:24,397","00:09:26,898",neutral
13252,"Ohhh-hoo, funny story!",Chandler,positive,231,13,3,21,"00:18:01,622","00:18:03,581",joy
7329,"Ross, y’know if you ever decide you need to redecorate—And I think that you should.",Phoebe,neutral,777,2,6,11,"00:15:22,963","00:15:28,051",neutral
4941,It’s laminated!,Isabella,negative,526,16,3,5,"00:21:00,342","00:21:02,301",anger
8775,"I know! And I’m just getting out of a marriage, I mean talk about meant to be!",Janice,negative,923,2,4,15,"00:05:55,730","00:06:01,818",fear
2678,I don’t know.  A cowboy theme?,Phoebe,neutral,284,2,7,19,"0:05:18,826","0:05:21,627",neutral
4977,"Yeah, this is Frank Buffay and you are standing right there next to him.",Phoebe,negative,530,7,3,25,"00:19:16,822","00:19:20,241",anger
12654,You completely stole my answer!,Phoebe,negative,167,7,5,9,"00:07:23,109","00:07:24,985",anger
8746,Damn! I thought that was going to be romantic as hell!,Ross,negative,919,0,4,19,"00:16:53,929","00:16:56,931",surprise
5423,"Mrs., Mrs. Gobb?",Rachel,neutral,575,1,2,4,"00:18:29,817","00:18:31,317",neutral
13219,"Ohh, I mean it’s just so realistic!",Rachel,positive,229,0,6,16,"00:02:31,818","00:02:34,444",joy
4565,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",Chandler,neutral,488,1,5,2,"00:21:49,016","00:21:56,564",neutral
10957,"Oh, I’ll get it.",Phoebe,neutral,96,1,8,24,"00:04:03,690","00:04:06,150",neutral
4112,I'm sorry you had to do this by yourself.,Guy,neutral,444,3,1,23,"00:13:35,606","00:13:37,899",neutral
5651,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",Monica,positive,602,2,1,5,"00:14:56,729","00:14:59,063",joy
3522,Sperm or regular?,Joey,neutral,371,4,3,3,"0:19:39,178","0:19:41,055",neutral
3877,Date of birth?,Joey,neutral,418,7,8,23,"0:17:58,899","0:18:00,151",neutral
7649,"So I uh, I just talked to the director. That’s it, we’re done for the day.",Joey,neutral,811,3,7,24,"00:12:40,843","00:12:46,598",neutral
10513,"Really? In the moment, I really wanted to kiss you too. In the moment.",Joey,positive,53,0,6,10,"00:19:45,559","00:19:52,440",joy
13570,Hi.,Ross,neutral,263,0,1,21,"00:07:47,508","00:07:48,925",neutral
4406,Surprise,Joey,positive,474,17,7,19,"0:20:02,668","0:20:03,170",joy
6947,Fabulous.,Kate,positive,734,1,3,22,"00:09:54,510","00:09:55,510",joy
10876,"When we exit should we walk, or run, or prance,    or stroll...",Ross,neutral,87,3,9,20,"00:08:52,937","00:08:58,567",neutral
3456,"Ten centimeters, you’re about to become a mom.",Dr. Long,neutral,362,8,8,24,"00:05:07,044","00:05:10,840",neutral
712,That's great.,Chandler,positive,69,0,1,5,"00:10:00,223","00:10:04,270",joy
5398,Say we are unagi!,Phoebe,positive,573,7,6,17,"0:16:03,880","0:16:05,104",joy
9897,"Well y’know, we would umm, repeat everything the other said, or uh, we’d jump out of closets to scare each other, or switch the sugar for the salt so they’d put salt on their cereal.",Rachel,neutral,1029,1,7,16,"00:03:53,983","00:04:08,288",neutral
6844,"Okay, so he's out of here.",Chandler,neutral,720,18,5,7,"00:10:52,860","00:10:54,486",neutral
3041,What are you talking about?,Monica,negative,319,15,3,23,"00:18:46,542","00:18:48,376",surprise
12915,This is going in your book?,Chandler,negative,192,7,6,21,"0:08:08,863","0:08:10,156",surprise
5099,For fun?,Ross,neutral,541,12,6,15,"00:14:31,328","00:14:34,205",neutral
12331,I think I know who you’re talking about.,Nurse,neutral,132,3,8,23,"0:14:24,518","0:14:26,400",neutral
11207,"Yeah, I do.",Chandler,neutral,12,16,6,3,"00:13:55,125","00:13:56,543",neutral
8396,Hi!,Phoebe,positive,886,9,4,17,"0:13:39,319","0:13:40,006",joy
8381,Who’s Elaine?,Joey,neutral,884,17,4,7,"00:02:57,260","00:02:58,260",neutral
560,Like I have nothing better to do!,Monica,neutral,53,4,6,24,"00:20:53,627","00:20:56,045",neutral
7700,That was Joey!,Chandler,neutral,817,4,5,23,"00:20:27,935","00:20:29,518",neutral
5402,"Hey, Rach, can I borrow your eyelash curler, I think I lost mine.",Monica,neutral,574,0,5,5,"00:19:52,649","00:19:55,234",neutral
11106,"Let's—  I was just—yeah, right.",Joey,positive,1,5,1,23,"00:10:55,780","00:11:01,242",joy
5301,"Oh, that's",Chandler,neutral,562,5,5,24,"00:20:55,504","00:20:58,005",neutral
13282,"You were gonna spill hot coffee all over me, huh?!!",Tommy,negative,234,5,3,22,"0:16:07,932","0:16:08,572",anger
12937,"I know I have this weird thing where I want everything to be in the perfect place, but I'd never expect you to worry about that.",Monica,positive,195,7,6,7,"00:20:40,656","00:20:46,285",joy
9114,"Uh me? Gay? No! No. No, but I have a number of close friends who are.",Joey,positive,952,2,8,19,"00:18:30,527","00:18:36,533",joy
2425,Oh yeah.,Phoebe,negative,254,6,9,17,"0:10:06,358","0:10:07,182",anger
10510,"Hey Monica, there’s a customer who wants to complement the chef, should I let him in?",Waitress,neutral,52,0,6,24,"00:20:36,109","00:20:39,528",neutral
650,Oh then you know each other.,Mr. Franklin,neutral,62,6,8,5,"0:07:37,166","0:07:38,543",neutral
1221,"Nothing, why?",Joey,neutral,130,7,7,5,"0:06:30,406","0:06:31,490",neutral
257,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Mr. Treeger,neutral,25,6,4,4,"00:21:01,093","00:21:09,350",neutral
5038,Oh! No problem! I,Phoebe,positive,534,2,7,19,"00:21:19,611","00:21:21,821",joy
3606,"When my sisters were pregnant they got every weird feeling in the book, it was always nothing.",Joey,neutral,383,5,8,14,"00:09:54,240","00:09:59,840",neutral
6679,Noo.,Rachel,negative,698,3,3,25,"0:16:32,283","0:16:34,132",disgust
950,Just your run-of-the-mill third nipple.,Ross,neutral,100,1,3,23,"00:05:32,290","00:05:35,917",neutral
5180,Sorry.,Receptionist,negative,549,7,6,17,"00:07:35,955","00:07:38,248",sadness
11540,I'm,Monica,neutral,49,7,5,5,"00:00:47,380","00:00:50,174",neutral
13191,No.,Phoebe,neutral,225,4,3,22,"0:03:46,101","0:03:46,587",neutral
192,What?,Ross,neutral,18,7,5,21,"0:05:29,670","0:05:30,222",neutral
900,And an assistant.,Rachel,neutral,94,14,4,9,"0:12:20,448","0:12:21,491",neutral
10321,"Mon. I wish I could, but I've made plans to walk around.",Rachel,neutral,29,7,1,15,"00:16:20,521","00:16:23,856",neutral
4911,Well we have to make room for the fresh ones.,Joey,neutral,524,12,3,10,"0:07:59,437","0:08:01,329",neutral
2197,I’m sorry.,Ross,neutral,231,3,3,15,"0:10:23,837","0:10:24,589",neutral
5985,Well do you love him?,Monica,neutral,632,12,9,1,"00:15:05,821","00:15:07,071",neutral
13152,"Hi, remember us?",Rachel,neutral,221,0,1,2,"00:05:40,965","00:05:42,716",neutral
3812,"Ross, you're like my best friend.",Rachel,positive,410,15,1,24,"0:19:49,646","0:19:52,028",joy
6773,Well do you want some help?,Ross,neutral,712,3,8,20,"00:03:04,339","00:03:05,673",neutral
3374,I'm free! I'm free!,Chandler,positive,355,3,1,5,"00:22:28,347","00:22:30,598",joy
3176,"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",Ross,neutral,335,0,5,14,"00:21:29,538","00:21:35,584",neutral
367,I did it!,Phoebe,positive,35,1,7,9,"0:21:26,494","0:21:27,676",joy
8309,What kind of problem?,Ross,negative,874,0,5,13,"00:21:07,474","00:21:08,641",surprise
2471,"Yeah, Joey already told me, and I am so-so fine.",Chandler,neutral,258,3,5,3,"00:07:21,732","00:07:28,613",neutral
3978,"Joey, I'm gonna go wash the cab smell off my hands.",Lorraine,neutral,429,7,1,14,"00:03:49,896","00:03:53,190",neutral
7026,"Okay look, Monica came here for some memories and damnit, we’re gonna give her some!",Ross,neutral,740,10,7,13,"00:12:36,964","00:12:41,134",neutral
6545,Am I psyched? The lead in my own TV series? I’ve dreamed about this for years! Why have I not been preparing?!,Joey,positive,679,10,6,21,"00:00:43,752","00:00:51,425",joy
1455,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,Phoebe,neutral,156,6,8,2,"00:14:20,109","00:14:25,947",neutral
9394,A two and a five.,Joey,neutral,982,2,6,6,"0:11:41,283","0:11:42,284",neutral
13037,She buys tickets for plays that I wanna see.,Monica,negative,204,5,1,21,"00:02:13,424","00:02:16,093",anger
2914,"Ohhh, I",Monica,neutral,307,10,4,17,"00:04:48,955","00:05:07,764",neutral
12794,Do you know what Pheebs?,Chandler,neutral,178,5,6,5,"00:05:54,645","00:05:55,687",neutral
11075,"White Plains. Oh, it sounds like such a magical place.",Phoebe,positive,110,9,6,11,"00:07:19,188","00:07:23,608",joy
13458,"See my friend-my friend, Rachel, she wants to be set up.",Chandler,neutral,253,1,4,10,"00:05:35,626","00:05:38,420",neutral
3496,"Well, what did you have?",Joey,neutral,367,1,6,6,"00:13:44,365","00:13:46,991",neutral
12758,"Hey, you don’t have to smile. You just have to dance.",Chloe,neutral,174,16,3,15,"00:18:28,315","00:18:32,527",neutral
11198,Do you really want to throw that all away over a room?,Ross,negative,12,7,6,3,"00:13:20,633","00:13:24,385",sadness
7496,"It’s a funny story, actually.",Chandler,neutral,796,2,9,2,"0:13:35,648","0:13:38,038",neutral
10580,Well you all know that I'm a pacifist so I'm not interested in war in any way.,Phoebe,neutral,59,2,5,20,"00:21:51,310","00:21:55,813",neutral
4309,It was fine.,Rachel,neutral,463,7,7,11,"0:05:17,985","0:05:19,302",neutral
5644,Where?,Monica,neutral,601,1,1,4,"0:19:40,512","0:19:41,847",neutral
2447,You. Like you haven’t done enough.,Rachel,negative,256,2,8,22,"00:01:20,193","00:01:27,408",anger
1551,"‘Cause every time I see your face, I can’t help but fall from grace. I know.....",Singer,positive,167,0,3,14,"00:00:10,135","00:00:18,100",joy
2766,"Come on Joey, don’t make me feel badly about this.",Phoebe,negative,295,4,7,11,"00:13:58,838","00:14:00,713",sadness
4461,"Oh, just hanging out, talkin’ about uh, websites.",Chandler,neutral,478,5,6,24,"00:19:43,849","00:19:46,934",neutral
2248,"1, 2, 3, 4, 5, 6, 7, 8",Monica and Ross,neutral,235,7,6,10,"00:21:36,586","00:21:41,090",neutral
8387,Hey!,Rachel,positive,886,0,4,17,"0:13:17,213","0:13:18,395",joy
4312,Y’know what? Forget it!,Chandler,negative,463,10,7,11,"00:05:36,044","00:05:39,129",anger
10714,"Your other student, was you!",Joey,negative,72,10,5,11,"00:11:39,657","00:11:42,617",anger
13663,Joey I can see you okay? You’re hiding behind the coats.,Ginger,neutral,273,3,3,14,"00:05:06,264","00:05:10,726",neutral
7925,Oh God. So-so you’re making porn movies.,Phoebe,negative,838,0,6,13,"00:16:21,855","00:16:30,446",surprise
3382,"Aww, is it broken?",Ross,negative,356,6,3,3,"00:01:28,296","00:01:30,089",sadness
10080,"Hey, what’s up?",Joey,neutral,9,0,6,3,"00:05:22,280","00:05:23,905",neutral
8664,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",Chandler,positive,910,8,1,3,"00:11:27,895","00:11:30,522",joy
10208,Who am I?,Susan,negative,19,13,1,23,"0:14:47,517","0:14:50,183",anger
8688,"Well, you suck! But at least you suck at a man's game now.",Joey,negative,913,3,5,10,"00:08:32,470","00:08:35,805",anger
3088,"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either...",Joey,neutral,324,6,4,1,"00:00:22,939","00:00:30,404",neutral
4320,Stick to the list. Always stick to the list.,Ross,neutral,464,4,7,14,"00:11:01,702","00:11:03,870",neutral
4222,"Yeah well that’s because uh…I stayed in my room. Yeah, you don’t want to look in my hamper.",Joey,neutral,452,4,8,12,"00:16:08,217","00:16:17,475",neutral
5951,Uh huh?,Monica,neutral,629,12,2,2,"00:08:23,544","00:08:26,213",neutral
10551,"So you tell your great-great-granddaughter to look me up, because Adrienne, baby, I’m gonna want to meet her.",Joey,neutral,56,15,3,22,"00:21:11,823","00:21:26,534",neutral
644,"Now get on out of here, you!",Doug,positive,61,8,3,24,"00:21:49,850","00:21:51,976",joy
2889,"Hey, what are you guys doing tomorrow night?",Chloe,neutral,305,8,3,15,"00:03:09,272","00:03:11,481",neutral
10011,Yeah!,Joey,positive,2,4,6,4,"0:09:14,476","0:09:15,728",joy
1201,"By the way, he dumped me tonight after he read my review.",Kate,negative,129,2,3,22,"00:10:19,076","00:10:22,746",sadness
6578,He is so amazing.,Monica,positive,682,5,1,23,"00:21:17,651","00:21:19,610",joy
13245,Hey!,Chandler,positive,231,6,3,21,"0:17:10,283","0:17:11,239",surprise
7856,"Okay, I don’t know what to do anymore.",Ross,negative,831,6,3,15,"0:12:22,491","0:12:23,910",sadness
13528,"You shouldn’t be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world!",Monica,negative,259,11,6,12,"00:17:16,035","00:17:23,249",anger
4861,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,Joey,neutral,521,0,3,7,"00:19:55,444","00:20:02,491",neutral
10140,"It’s Bob actually. Hey, you work up here, can you tell me where this Chandler",Bob,neutral,14,2,8,5,"00:16:09,885","00:16:17,225",neutral
8404,No!,Phoebe,positive,886,17,4,17,"0:14:04,552","0:14:06,014",joy
2535,"Oh, what are you, stupid? It’s been three hours.",Janice,negative,265,2,7,7,"00:11:49,291","00:11:55,338",anger
2724,"I mean, wow!",Ross,positive,288,12,6,13,"0:16:05,456","0:16:06,890",surprise
13686,"I know, but look at me: all tan.",Monica,positive,278,11,7,5,"0:00:41,420","0:00:44,479",joy
12452,Hey ladies! What are you in here for?,Chandler,neutral,145,0,5,21,"00:05:54,145","00:05:55,812",neutral
2807,"No-no, let me in!",Phoebe,negative,297,2,4,20,"0:08:59,872","0:09:02,083",anger
2406,"I mean, San Diego's all well and good, but if you give him to me, I'll start him off against a blind rabbit and give you twenty percent of the gains.",Dr. Baldhara,neutral,252,19,1,21,"00:15:23,047","00:15:28,551",neutral
1178,"Monica, you don’t even have a bed, you sleep in a ball on the floor!",Rachel,negative,126,7,4,19,"00:01:15,784","00:01:19,661",anger
13586,May I come in?,Ross,neutral,266,0,5,23,"00:09:55,845","00:09:57,095",neutral
2179,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",Phoebe,negative,228,0,5,11,"00:16:47,548","00:16:51,843",anger
5300,What are you doing?,Monica,neutral,562,4,5,24,"00:20:54,002","00:20:55,253",neutral
782,I’ve never lived like this before.,Rachel,negative,79,5,6,18,"0:16:43,752","0:16:45,554",disgust
11851,Damn you 15s!,Joey,negative,85,5,6,4,"00:10:39,764","00:10:41,556",anger
11215,"Actually it's, it's quite, y'know, typical behaviour when you have this kind of dysfunctional group dynamic.",Roger,neutral,13,4,1,13,"00:20:00,115","00:20:06,662",neutral
12031,Then why are you smoking?,Monica,negative,106,2,3,17,"00:14:39,712","00:14:41,170",disgust
8898,"This is Chandler Bing! This is Chandler Bing!  Yes, the groom—No! Not the groom!!",Chandler,negative,934,4,6,22,"00:09:52,341","00:09:58,513",surprise
5436,What kind of scary-ass clowns came to your birthday?,Chandler,negative,576,10,2,6,"00:16:28,570","00:16:31,280",anger
1127,"Yeah, a slice of cheesecake and-and a date if you’re given’ ‘em out.",Pete,neutral,122,4,3,18,"00:07:02,880","00:07:05,757",neutral
5031,Let’s roll!,Rachel,positive,533,5,7,9,"0:16:34,962","0:16:35,840",joy
7664,"Ohh, you're about to get a little luckier.",Monica,positive,812,9,5,19,"00:21:42,926","00:21:45,594",joy
7740,What are you doing?,Phoebe,neutral,820,2,7,19,"00:00:12,762","00:00:13,804",neutral
8038,Yeah. You won't be able to take it.,Phoebe,neutral,846,0,5,3,"00:21:45,387","00:21:47,471",neutral
7346,"Sure, yeah, no I can do that, yeah, because umm, y'know, the muscles in the siadic area can get y’know, real  nice and tight.",Phoebe,neutral,778,5,4,4,"00:09:31,821","00:09:40,203",neutral
408,"Oh, hey, how about this one.",Joey,neutral,39,14,3,19,"00:11:47,123","00:11:50,375",neutral
9231,I made a promise that--Oh hey!,Ross,negative,964,4,5,5,"00:06:53,496","00:06:55,747",surprise
7955,Paolo made a pass at me.,Phoebe,negative,840,15,1,12,"00:14:09,974","00:14:11,307",sadness
714,"No, no, I'm still working on mine.",Janice,neutral,69,2,1,5,"00:10:10,067","00:10:13,153",neutral
31,You betcha!,Chandler,positive,2,10,3,6,"0:06:10,161","0:06:10,973",joy
1437,Yeah?,Ross,neutral,155,1,8,5,"0:20:39,781","0:20:40,456",neutral
4794,How are ya?,Rachel,neutral,512,2,7,15,"0:09:40,330","0:09:41,462",neutral
4315,"Momma’s Little Bakery, Chicago, Illinois.",Rachel,neutral,463,13,7,11,"00:05:49,640","00:05:51,308",neutral
8511,You believe that this guy is destined for someone else and you’re still gonna date him?,Chandler,negative,896,4,8,16,"00:03:59,530","00:04:02,291",surprise
10772,It’s…it’s complicated okay?,Ross,negative,77,8,8,24,"00:17:44,176","00:17:47,513",sadness
4656,Oh.,Rachel,neutral,501,7,7,5,"00:11:59,927","00:12:01,970",neutral
10882,Okay—Oop! Too late! I’m leaving! Come on Chandler let’s go!,Phoebe,negative,88,4,8,14,"00:01:20,200","00:01:25,240",anger
12846,"No look, I have, I have lots of clients that make the same noises you do!",Phoebe,neutral,184,8,8,14,"00:15:06,840","00:15:10,240",neutral
